Level,Category,Sentence
C1,QUESTIONS/alternatives,Maybe they will be able to finish the project on time or extend the deadline?
C1,QUESTIONS/alternatives,Maybe you could suggest a different approach or consider an alternative solution?
C1,QUESTIONS/alternatives,Maybe he will be able to provide more details or clarify the information?
C1,QUESTIONS/alternatives,Maybe we will be able to reschedule the appointment or find a new date?
C1,QUESTIONS/alternatives,Maybe you could offer a discount or provide a special promotion?
C1,QUESTIONS/alternatives,Maybe they will be able to improve the service or enhance the experience?
C2,QUESTIONS/alternatives,Is it better to study abroad or just stay at home?
C2,QUESTIONS/alternatives,"Do you prefer coffee, tea, or neither?"
C2,QUESTIONS/alternatives,"Should we go to the beach, stay in the city, or explore the mountains?"
C2,QUESTIONS/alternatives,Is she coming to the party or staying home?
C2,QUESTIONS/alternatives,"Will you help me with the project, or should I ask someone else?"
C2,QUESTIONS/alternatives,Are we meeting at 6 PM or 7 PM?
C2,QUESTIONS/alternatives,Is it more important to save money or to invest in experiences?
C2,QUESTIONS/alternatives,"Do you want to watch a movie, play a game, or go for a walk?"
C2,QUESTIONS/alternatives,Is he coming to the meeting or not?
C2,QUESTIONS/alternatives,"Should we take the bus, drive, or walk?"
A2,QUESTIONS/tags,"You don't like coffee, do you?"
A2,QUESTIONS/tags,"She went to the park yesterday, didn't she?"
A2,QUESTIONS/tags,"They are coming to the party, aren't they?"
A2,QUESTIONS/tags,"It's cold outside, isn't it?"
A2,QUESTIONS/tags,"You finished your homework, didn't you?"
A2,QUESTIONS/tags,"He can swim, can't he?"
A2,QUESTIONS/tags,"We are late, aren't we?"
A2,QUESTIONS/tags,"You have a cat, don't you?"
A2,QUESTIONS/tags,"It's raining, isn't it?"
A2,QUESTIONS/tags,"You live in London, don't you?"
B1,QUESTIONS/tags,"You didn't finish your homework, did you?"
B1,QUESTIONS/tags,"She isn't coming to the party, is she?"
B1,QUESTIONS/tags,"They don't have any plans for the weekend, do they?"
B1,QUESTIONS/tags,"We aren't late, are we?"
B1,QUESTIONS/tags,"I'm not doing it wrong, am I?"
B1,QUESTIONS/tags,"You haven't seen this movie, have you?"
B1,QUESTIONS/tags,"He doesn't want to go, does he?"
B1,QUESTIONS/tags,"It isn't raining, is it?"
B1,QUESTIONS/tags,"They haven't arrived yet, have they?"
B1,QUESTIONS/tags,"She isn't tired, is she?"
B1,QUESTIONS/tags,"You're not coming to the party, are you?"
B1,QUESTIONS/tags,"She doesn't like coffee, does she?"
B1,QUESTIONS/tags,"We haven't met before, have we?"
B1,QUESTIONS/tags,"He can't swim, can he?"
B1,QUESTIONS/tags,"They won't be late, will they?"
B1,QUESTIONS/tags,"I shouldn't worry about it, should I?"
B1,QUESTIONS/tags,"You don't want to go, do you?"
B1,QUESTIONS/tags,"We mustn't forget to call, must we?"
B1,QUESTIONS/tags,"She isn't feeling well, is she?"
B1,QUESTIONS/tags,"You wouldn't mind helping, would you?"
B1,QUESTIONS/tags,"Your boyfriend is also 16, is he?"
B1,QUESTIONS/tags,"You bought new black clothes, did you?"
B1,QUESTIONS/tags,"She loves ice cream, doesn't she?"
B1,QUESTIONS/tags,"They went to the park, didn't they?"
B1,QUESTIONS/tags,"He finished his homework, didn't he?"
B1,QUESTIONS/tags,"You live in London, don't you?"
B1,QUESTIONS/tags,"She can speak French, can't she?"
B1,QUESTIONS/tags,"They have a dog, haven't they?"
B1,QUESTIONS/tags,"He is coming to the party, isn't he?"
B1,QUESTIONS/tags,"You like pizza, don't you?"
B1,QUESTIONS/tags,"You are 14 years old, right?"
B1,QUESTIONS/tags,"I think you asked if I liked shopping for clothes, right?"
B1,QUESTIONS/tags,"You asked me for some help, right?"
B1,QUESTIONS/tags,"They're black, right?"
B1,QUESTIONS/tags,"We're meeting at 7 PM, right?"
B1,QUESTIONS/tags,"You went to the store, right?"
B1,QUESTIONS/tags,"She said she'll be here soon, right?"
B1,QUESTIONS/tags,"It's going to rain tomorrow, right?"
B1,QUESTIONS/tags,"You finished your homework, right?"
B1,QUESTIONS/tags,"They're coming over for dinner, right?"
B2,QUESTIONS/tags,"Think about it, will you?"
B2,QUESTIONS/tags,"Go to the Lake Frene route, will you?"
B2,QUESTIONS/tags,"Let's check together, shall we?"
B2,QUESTIONS/tags,"Take a break, would you?"
B2,QUESTIONS/tags,"Help me with this, can you?"
B2,QUESTIONS/tags,"Stay calm, okay?"
B2,QUESTIONS/tags,"Wait a moment, will you?"
B2,QUESTIONS/tags,"Try this recipe, won't you?"
B2,QUESTIONS/tags,"Read the instructions carefully, will you?"
B2,QUESTIONS/tags,"Share your thoughts, would you?"
C1,QUESTIONS/tags,"There are plenty of options to choose from, aren't there?"
C1,QUESTIONS/tags,"There aren't any restrictions on this, are there?"
C1,QUESTIONS/tags,"There was a lot of traffic on the way here, wasn't there?"
C1,QUESTIONS/tags,"There weren't many people at the event, were there?"
C1,QUESTIONS/tags,"There has been a significant increase in sales, hasn't there?"
C1,QUESTIONS/tags,"There haven't been any complaints so far, have there?"
C1,QUESTIONS/tags,"There will be a meeting tomorrow, won't there?"
C1,QUESTIONS/tags,"There won't be any issues with the deadline, will there?"
A2,QUESTIONS/wh-,What is your name?
A2,QUESTIONS/wh-,Where are we going?
A2,QUESTIONS/wh-,Why is she crying?
A2,QUESTIONS/wh-,How is the weather today?
A2,QUESTIONS/wh-,When is your birthday?
A2,QUESTIONS/wh-,Who are you talking to?
A2,QUESTIONS/wh-,How is your family?
A2,QUESTIONS/wh-,Where is the nearest park?
A2,QUESTIONS/wh-,Why is he late?
A2,QUESTIONS/wh-,How is your new job?
A2,QUESTIONS/wh-,What do you like to eat?
A2,QUESTIONS/wh-,Where did they go last weekend?
A2,QUESTIONS/wh-,How do you solve this problem?
A2,QUESTIONS/wh-,Why didn't you tell me?
A2,QUESTIONS/wh-,Who do you want to invite?
A2,QUESTIONS/wh-,When did you start working here?
A2,QUESTIONS/wh-,Which book do you prefer?
A2,QUESTIONS/wh-,How much did it cost?
A2,QUESTIONS/wh-,Why do you study English?
A2,QUESTIONS/wh-,What did you do last night?
A2,QUESTIONS/wh-,Where have you been?
A2,QUESTIONS/wh-,Who have they invited?
A2,QUESTIONS/wh-,Why have you left early?
A2,QUESTIONS/wh-,When have you last seen her?
A2,QUESTIONS/wh-,How have you solved the problem?
A2,QUESTIONS/wh-,What have you decided?
A2,QUESTIONS/wh-,Which book have you read?
A2,QUESTIONS/wh-,Who have you met?
A2,QUESTIONS/wh-,What is she doing now?
A2,QUESTIONS/wh-,Who was he talking to?
A2,QUESTIONS/wh-,Where were they going?
A2,QUESTIONS/wh-,Why are you studying?
A2,QUESTIONS/wh-,When was she born?
A2,QUESTIONS/wh-,How are you feeling?
A2,QUESTIONS/wh-,What were you thinking?
A2,QUESTIONS/wh-,What can I do for you?
A2,QUESTIONS/wh-,Where can we go?
A2,QUESTIONS/wh-,Who will help us?
A2,QUESTIONS/wh-,Why can't we go now?
A2,QUESTIONS/wh-,How can we solve this problem?
A2,QUESTIONS/wh-,Which book should I read?
A2,QUESTIONS/wh-,What time can we start?
A2,QUESTIONS/wh-,How can you help me?
A2,QUESTIONS/wh-,Why can't you come?
A2,QUESTIONS/wh-,Who can teach us?
A2,QUESTIONS/wh-,Why don't we go for a walk?
A2,QUESTIONS/wh-,Why don't you join us for dinner?
A2,QUESTIONS/wh-,Why don't we visit the museum?
A2,QUESTIONS/wh-,Why don't you try this recipe?
A2,QUESTIONS/wh-,Why don't we have a picnic?
A2,QUESTIONS/wh-,Why don't you ask for help?
A2,QUESTIONS/wh-,Why don't we take a break?
A2,QUESTIONS/wh-,Why don't you read this book?
A2,QUESTIONS/wh-,Why don't we go shopping?
A2,QUESTIONS/wh-,Why don't you call your friend?
B1,QUESTIONS/wh-,Why can't we go together?
B1,QUESTIONS/wh-,Why couldn't they help us?
B1,QUESTIONS/wh-,Why shouldn't he try harder?
B1,QUESTIONS/wh-,Why wouldn't she listen to me?
B1,QUESTIONS/wh-,Why mustn't you leave now?
B1,QUESTIONS/wh-,Why shouldn't we believe them?
B1,QUESTIONS/wh-,Why couldn't it be simpler?
B1,QUESTIONS/wh-,Why wouldn't he understand?
B2,QUESTIONS/wh-,Why don't you try a different approach?
B2,QUESTIONS/wh-,Why didn't you inform me about the changes?
B2,QUESTIONS/wh-,Why haven't you finished your homework yet?
B2,QUESTIONS/wh-,Why don't you ask for help when you need it?
B2,QUESTIONS/wh-,Why didn't you call me back yesterday?
B2,QUESTIONS/wh-,Why haven't you responded to my email?
B2,QUESTIONS/wh-,Why don't you take a break and relax?
B2,QUESTIONS/wh-,Why didn't you bring your umbrella today?
B2,QUESTIONS/wh-,Why haven't you visited your grandparents lately?
B2,QUESTIONS/wh-,Why don't you join us for dinner tonight?
C1,QUESTIONS/wh-,What makes a good present?
C1,QUESTIONS/wh-,What are the alternatives to cars?
C1,QUESTIONS/wh-,What else can I tell you about the airport?
C1,QUESTIONS/wh-,What factors contribute to a successful negotiation?
C1,QUESTIONS/wh-,What strategies can be employed to improve public speaking?
C1,QUESTIONS/wh-,What are the benefits of practicing mindfulness?
C1,QUESTIONS/wh-,What steps should be taken to ensure online security?
C1,QUESTIONS/wh-,What are the key elements of a compelling story?
C1,QUESTIONS/wh-,What challenges do entrepreneurs face when starting a business?
C1,QUESTIONS/wh-,What role does technology play in modern education?
A1,QUESTIONS/yes/no,Can you help me with my homework?
A1,QUESTIONS/yes/no,Can she play the piano?
A1,QUESTIONS/yes/no,Can we go to the park today?
A1,QUESTIONS/yes/no,Can he swim in the pool?
A1,QUESTIONS/yes/no,Can they come to the party?
A1,QUESTIONS/yes/no,Can it rain tomorrow?
A1,QUESTIONS/yes/no,Can you cook dinner tonight?
A1,QUESTIONS/yes/no,Can I borrow your pen?
A1,QUESTIONS/yes/no,Can we watch a movie?
A1,QUESTIONS/yes/no,Can you dance well?
A2,QUESTIONS/yes/no,Is he your friend?
A2,QUESTIONS/yes/no,Are they coming?
A2,QUESTIONS/yes/no,Is it raining?
A2,QUESTIONS/yes/no,Are we late?
A2,QUESTIONS/yes/no,Is she happy?
A2,QUESTIONS/yes/no,Is this your book?
A2,QUESTIONS/yes/no,Are you hungry?
A2,QUESTIONS/yes/no,Can you help me with my homework?
A2,QUESTIONS/yes/no,"Could you pass the salt, please?"
A2,QUESTIONS/yes/no,Would you like some coffee?
A2,QUESTIONS/yes/no,Will you join us for dinner?
A2,QUESTIONS/yes/no,Could you explain that again?
A2,QUESTIONS/yes/no,Would you mind closing the door?
A2,QUESTIONS/yes/no,Can you lend me some money?
A2,QUESTIONS/yes/no,Will you be at the party tonight?
A2,QUESTIONS/yes/no,Could you please be quiet?
A2,QUESTIONS/yes/no,Would you like to watch a movie?
A2,QUESTIONS/yes/no,Do you like pizza?
A2,QUESTIONS/yes/no,Do they speak English?
A2,QUESTIONS/yes/no,Does he play the guitar?
A2,QUESTIONS/yes/no,Do we have a meeting today?
A2,QUESTIONS/yes/no,Do you understand the instructions?
A2,QUESTIONS/yes/no,Do they live in the city?
A2,QUESTIONS/yes/no,Does she like chocolate?
A2,QUESTIONS/yes/no,Do we need to bring anything?
A2,QUESTIONS/yes/no,Do you know the answer?
A2,QUESTIONS/yes/no,Do they enjoy the movie?
A2,QUESTIONS/yes/no,Is he going to the party?
A2,QUESTIONS/yes/no,Are they playing football?
A2,QUESTIONS/yes/no,Is she studying for the exam?
A2,QUESTIONS/yes/no,Are we meeting at the café?
A2,QUESTIONS/yes/no,Is it raining outside?
A2,QUESTIONS/yes/no,Are you watching the movie?
A2,QUESTIONS/yes/no,Have you finished your homework?
A2,QUESTIONS/yes/no,Have they visited the museum?
A2,QUESTIONS/yes/no,Have we met before?
A2,QUESTIONS/yes/no,Have you seen the new movie?
A2,QUESTIONS/yes/no,Have they arrived yet?
A2,QUESTIONS/yes/no,Have you eaten lunch?
A2,QUESTIONS/yes/no,Have we booked the tickets?
A2,QUESTIONS/yes/no,Have you spoken to the teacher?
B1,QUESTIONS/yes/no,Aren't you coming to the party?
B1,QUESTIONS/yes/no,Isn't she your sister?
B1,QUESTIONS/yes/no,Aren't we late?
B1,QUESTIONS/yes/no,Isn't it raining outside?
